A:char(25)	B:char(25)	C:int	D:int	E:char(25)
Missouri	Tonga	1	81	Anatidae
Arizona	Oregon	6	7	Carcharhinus
Massachusetts	DOMINICAN_REPUBLIC	7	18	Moose
Nebraska	Sudan	2	5	Human
Massachusetts	COSTA_RICA	8	56	Squaliformes
Montana	Wisconsin	4	36	Chamois
New_Mexico	Illinois	1	97	Chamois
Arizona	Vatican_City	6	94	Goldfinch
West_Virginia	CZECH_REPUBLIC	1	32	Polecat
Mississippi	New_Jersey	8	38	Triakis
Connecticut	Nauru	6	5	Snipe
Mississippi	Nigeria	6	4	Hornet
California	Tennessee	7	50	Isogomphodon
Kentucky	Nebraska	0	35	Wren
Tennessee	Pennsylvania	9	25	Giraffe
California	Kiribati	0	8	Wren
West_Virginia	Texas	5	12	Wombat
Alabama	Kiribati	9	17	Isurus
South_Carolina	Ghana	2	23	Rhinoceros
Montana	Rhode_Island	6	1	Scoliodon
Nevada	Monaco	0	78	Fox
Nevada	Uruguay	8	60	Sheep
Minnesota	Japan	9	8	Jaguar
New_Mexico	Greece	7	94	Isurus
Mississippi	Nepal	3	36	Beaver
Massachusetts	Arizona	8	60	Alligator
Mississippi	Wisconsin	2	24	Beaver
Florida	Pennsylvania	7	22	Camel
Arkansas	WESTERN_SAHARA	7	83	Carcharhinus
North_Carolina	Uruguay	4	12	Partridge
Texas	Nauru	3	40	Poroderma
Montana	Serbia	5	9	Partridge
Kentucky	MARSHALL_ISLANDS	6	10	Cheetah
Rhode_Island	EQUATORIAL_GUINEA	3	42	Isogomphodon
Maine	Nebraska	2	2	Scoliodon
Kentucky	Rhode_Island	5	83	Dogfish
Montana	Tuvalu	3	69	Skunk
Texas	Illinois	8	40	Coccinellidae
South_Carolina	CZECH_REPUBLIC	9	65	Pelican
Arizona	Romania	0	43	Parmaturus
Missouri	New_Jersey	2	38	Wren
South_Carolina	Malawi	5	93	Zebra
Texas	Alaska	8	36	Zebra
New_Mexico	Florida	7	32	Giraffe
Nevada	Tanzania	9	66	Columbidae
Michigan	Nigeria	5	80	Poroderma
Pennsylvania	Saudi_Arabia	7	30	Hawk
Tennessee	Monaco	7	86	Cirrhoscyllium
Oregon	CZECH_REPUBLIC	9	39	Cormorant
Kentucky	Taiwan	3	58	Snipe
Washington	Greece	3	15	Gorilla
Delaware	Texas	8	60	Jaguar
Georgia	Grenada	0	76	Poroderma
Virginia	Pennsylvania	5	36	Angel_shark
Arkansas	DOMINICAN_REPUBLIC	6	4	Guanaco
Colorado	Jordan	5	84	Columbidae
New_Mexico	Uganda	5	26	Parascyllium
Massachusetts	Australia	5	35	Goldfinch
Alabama	Ethiopia	3	10	Human
Florida	Dominica	5	49	Orectolobus
Arizona	New_Jersey	2	13	Moose
Maine	CZECH_REPUBLIC	0	46	Polecat
Indiana	Malawi	3	29	Lion
California	Uruguay	8	92	Poroderma
Nebraska	Serbia	7	24	Partridge
South_Dakota	MARSHALL_ISLANDS	9	46	Angel_shark
Missouri	Lithuania	2	23	Giant_Panda
Arkansas	Massachusetts	4	26	Orectolobus
Vermont	Romania	0	71	Louse
Ohio	Cyprus	9	19	Badger
Kansas	Alabama	5	37	Alligator
Arizona	Luxembourg	7	9	Angel_shark
Maryland	Malta	0	79	Giraffe
Mississippi	California	3	22	Carcharhiniformes
Minnesota	Thailand	3	64	Heron
Maryland	Cyprus	0	82	Fish
Rhode_Island	Sudan	2	71	Skunk
Illinois	Romania	5	49	Wombat
Montana	Florida	1	48	Badger
Colorado	Japan	8	95	Parascyllium
Delaware	Maine	9	70	Apristurus
Illinois	Pennsylvania	5	67	Reindeer
Ohio	Vatican_City	1	66	Pygmy_Shark
South_Dakota	Italy	5	91	Scoliodon
Georgia	Jordan	3	81	Hornet
Montana	Texas	9	84	Sheep
Mississippi	WESTERN_SAHARA	6	54	Pony
Ohio	Uzbekistan	8	1	Jaguar
Wisconsin	Croatia	3	99	Lamna
Rhode_Island	Cyprus	1	88	American_Bison
Rhode_Island	Minnesota	0	73	Gerbil
North_Carolina	Japan	5	13	Orectolobus
Oregon	Rhode_Island	1	90	Echinorhinus
Delaware	Wyoming	8	70	Scoliodon
Maine	Lithuania	2	85	Lion
Florida	Japan	8	54	Quail
Florida	Florida	5	21	Alligator
South_Dakota	Arizona	4	73	Manatee
Wisconsin	Louisiana	7	88	Prionace
New_York	Illinois	5	62	Chamois
Nevada	Samoa	0	28	Giraffe
Arkansas	Lithuania	2	20	Gazelle
Maryland	Uzbekistan	0	65	Ostrich
Illinois	Ethiopia	2	80	Manatee
Michigan	Ghana	2	79	Sphyrna_lewini
Nebraska	EQUATORIAL_GUINEA	9	75	Isurus
West_Virginia	Namibia	1	42	Cormorant
Louisiana	Minnesota	0	6	Isurus
Maine	Japan	6	71	Lamniformes
Virginia	Florida	9	91	Pinniped
Texas	MARSHALL_ISLANDS	6	1	Goose
Utah	New_Mexico	1	8	Crow
Montana	Alabama	7	22	Lion
Oregon	Serbia	1	76	Jackal
New_Hampshire	Minnesota	1	58	Sheep
North_Carolina	Singapore	2	64	Pony
Wyoming	California	6	30	Hawk
New_Jersey	Michigan	6	36	Bullhead_shark
Pennsylvania	Florida	2	50	Columbidae
Montana	Ecuador	3	17	Jackal
Maryland	Massachusetts	2	17	Donkey
Montana	COSTA_RICA	4	59	Columbidae
Arizona	COSTA_RICA	8	89	Gerbil
Nevada	Wisconsin	1	82	Hawk
Wisconsin	Ethiopia	8	69	Carcharhinus
New_York	Massachusetts	4	2	Rhinoceros
Alaska	Ecuador	0	62	Echinorhinus
North_Carolina	Nauru	5	96	Lion
New_York	Cyprus	1	13	Alligator
Alabama	COSTA_RICA	1	6	Parmaturus
Oklahoma	Monaco	5	98	Quail
Arkansas	Florida	3	93	Prionace
Nebraska	Romania	4	90	Angel_shark
Virginia	Pennsylvania	8	75	Gazelle
Illinois	Ethiopia	9	0	Swallow
Tennessee	Zambia	7	38	Alligator
Georgia	Turkey	1	59	Partridge
Nevada	Tunisia	1	72	Gerbil
Indiana	Maine	0	16	Hamster
Alabama	Minnesota	3	50	Negaprion
South_Carolina	Slovenia	0	88	Pelican
Montana	Wyoming	1	16	Sheep
Vermont	Tennessee	2	76	Hemiscyllium
Oregon	Rhode_Island	2	7	Hornet
Wisconsin	Ethiopia	9	66	Polecat
Virginia	Italy	6	27	Negaprion
Alabama	Vatican_City	9	30	Pony
Minnesota	EQUATORIAL_GUINEA	9	51	Gerbil
Maryland	Nigeria	2	19	Parascyllium
Ohio	Minnesota	0	74	Rhizoprionodon
Washington	Missouri	2	0	Parmaturus
Oklahoma	Mozambique	5	43	Gerbil
Vermont	Kiribati	1	49	Hornet
Alaska	COSTA_RICA	0	7	Prionace
North_Dakota	Lithuania	8	3	Otter
Louisiana	Tunisia	4	44	Columbidae
Mississippi	New_Mexico	4	16	Hawk
Kansas	MARSHALL_ISLANDS	7	39	Fox
Nebraska	Serbia	7	54	Heron
Pennsylvania	Georgia	9	84	Mallard
Kansas	Slovakia	9	8	Jackal
New_York	South_Carolina	9	68	Lion
Oklahoma	Alaska	6	49	Cobra
Virginia	Guatemala	0	44	Camel
Kansas	Alabama	4	70	Isogomphodon
North_Carolina	Sudan	9	13	Jaguar
Arizona	Singapore	1	45	Baboon
Oklahoma	Netherlands	7	48	Triakis
Louisiana	Georgia	5	89	Partridge
Oklahoma	Tennessee	9	81	Pinniped
Hawaii	Rhode_Island	9	17	Magpie
West_Virginia	Australia	1	66	Guanaco
Montana	Thailand	2	15	Mule
Florida	Alabama	8	53	Flamingo
Alaska	Uruguay	5	56	Alligator
Oklahoma	Vatican_City	7	30	Gorilla
Louisiana	Canada	3	4	Giant_Panda
Arkansas	Pennsylvania	9	50	Apristurus
Nebraska	Namibia	8	75	Ram
Delaware	California	5	21	Otter
Delaware	Zimbabwe	3	0	Carcharhinus
Georgia	Uzbekistan	8	64	Rhizoprionodon
Virginia	Illinois	3	38	Mouse
Montana	Virginia	5	81	Mouse
Virginia	Turkey	8	92	American_Bison
West_Virginia	Latvia	4	62	Peafowl
Washington	Tuvalu	6	87	Magpie
South_Carolina	WESTERN_SAHARA	1	76	Lamniformes
Mississippi	Sudan	0	15	Alligator
Alabama	Alabama	3	38	Hornet
Tennessee	Samoa	6	26	Hamster
Missouri	Latvia	7	90	Rhinoceros
Colorado	MARSHALL_ISLANDS	4	56	Cobra
Utah	EQUATORIAL_GUINEA	6	74	Isurus
North_Carolina	Rhode_Island	4	42	Chamois
Wyoming	Thailand	3	60	Pygmy_Shark
Mississippi	Mozambique	8	88	Bison
Colorado	Maryland	0	90	Cobra
North_Dakota	Italy	5	91	Squaliformes
Utah	Samoa	1	42	Chamois
New_Jersey	Dominica	3	27	Magpie
Colorado	Louisiana	3	6	Baboon
Pennsylvania	Malta	2	47	Giant_Panda
Nebraska	Guatemala	6	9	Pony
Washington	Morocco	8	21	Negaprion
Indiana	Ireland	9	37	Heron
Indiana	Massachusetts	9	57	Pristiophorus
Massachusetts	Illinois	2	9	Squaliformes
Massachusetts	Ireland	8	48	Echinorhinus
Hawaii	Missouri	1	76	Coyote
Illinois	Luxembourg	1	63	Echinorhinus
Missouri	North_Carolina	9	62	Gerbil
Oklahoma	Namibia	2	71	Hornet
Mississippi	New_Jersey	4	63	Pygmy_Shark
Virginia	Massachusetts	0	63	Swallow
Hawaii	Thailand	8	21	Pinniped
Missouri	Alabama	8	49	Parascyllium
Washington	Netherlands	1	56	Mallard
Arkansas	Kiribati	6	14	Fox
Connecticut	Cyprus	7	99	Swallow
Pennsylvania	Namibia	5	55	Poroderma
Rhode_Island	CZECH_REPUBLIC	2	59	Lamna
Texas	Denmark	7	40	Pristiophorus
Pennsylvania	Ukraine	2	56	Skunk
Virginia	Sweden	4	54	Mule
Arkansas	Saudi_Arabia	9	80	Prionace_glauca
Ohio	Sudan	0	74	Fox
Tennessee	Georgia	2	74	Hawk
California	Minnesota	8	97	Orectolobus
Montana	France	2	82	Giant_Panda
Missouri	Ethiopia	1	16	Donkey
Maine	Nepal	3	68	Sheep
South_Carolina	Japan	1	14	Baboon
Alabama	California	4	25	Parascyllium
Kentucky	New_Jersey	9	39	Anatidae
Connecticut	Malawi	4	53	Reindeer
Utah	Japan	5	13	Heron
Massachusetts	Saudi_Arabia	2	23	Whale_Shark
North_Dakota	COSTA_RICA	6	74	Pinniped
Hawaii	Uzbekistan	8	2	Gorilla
Alaska	Madagascar	3	79	Poroderma
Delaware	Zimbabwe	1	80	Pinniped
Delaware	Dominica	4	78	Moose
Texas	Maryland	8	76	Nightingale
Pennsylvania	New_Jersey	4	99	Magpie
Nevada	Zimbabwe	2	87	Rhizoprionodon
North_Carolina	Tonga	5	79	Badger
Mississippi	Canada	8	93	Angel_shark
Utah	Denmark	1	56	Negaprion
Indiana	Serbia	6	19	Prionace
Massachusetts	Ethiopia	3	87	Triakis
Arkansas	Cyprus	4	70	Wren
Washington	Singapore	9	60	Orectolobus
Texas	Malta	0	99	Rhinoceros
Idaho	Tunisia	7	77	Goose
Wyoming	Pennsylvania	1	75	Hemitriakis
Montana	Cyprus	4	20	Otter
West_Virginia	Lithuania	6	47	Sphyrna_lewini
Pennsylvania	Tunisia	4	50	Cirrhoscyllium
Indiana	Sudan	1	63	Reindeer
Georgia	Texas	9	71	Black_panther
Washington	Slovenia	6	40	Cormorant
Maine	Ethiopia	2	14	Baboon
New_York	South_Carolina	5	40	Hemitriakis
Washington	Arizona	5	50	Ram
Hawaii	Ukraine	8	22	Jaguar
Kansas	France	4	64	Otter
Alabama	Turkey	8	41	Chamois
Virginia	Denmark	0	10	Snipe
Iowa	Denmark	5	68	Lion
Idaho	COSTA_RICA	1	72	Pristiophorus
Massachusetts	Ghana	3	49	Anatidae
Texas	Virginia	1	69	Pristiophorus
Alabama	Serbia	2	3	Fish
Oregon	New_Jersey	2	73	Cormorant
Kentucky	Zambia	3	11	Scoliodon
Kansas	Massachusetts	8	93	Jaguar
Washington	DOMINICAN_REPUBLIC	9	64	Fox
Mississippi	Malta	7	41	Mule
Delaware	Turkey	6	54	Triaenodon
Arkansas	Oregon	6	34	Bullhead_shark
Pennsylvania	Pennsylvania	8	73	Prionace
Wisconsin	EL_SALVADOR	7	16	Black_panther
Kansas	Nauru	0	60	Nightingale
Wyoming	Taiwan	4	24	Cormorant
Utah	Florida	3	11	Hawk
Mississippi	Ethiopia	0	0	Beaver
Vermont	Lithuania	2	16	Dogfish
Wisconsin	Uganda	2	67	Camel
Wyoming	Italy	9	46	Guanaco
Georgia	Uzbekistan	1	4	Chiloscyllium
Oregon	Tennessee	5	54	Pony
Vermont	Pennsylvania	9	26	Carcharhiniformes
Connecticut	New_Mexico	9	43	Camel
South_Carolina	Italy	9	97	Fish
Louisiana	California	1	57	Gorilla
Vermont	Florida	4	40	Parascyllium
Texas	Madagascar	5	90	Parascyllium
Connecticut	Zimbabwe	5	82	Skunk
South_Dakota	Canada	6	87	Raven
Utah	Virginia	6	12	Gazelle
Oregon	Minnesota	2	61	Prionace_glauca
Illinois	Nauru	5	62	Triaenodon
Minnesota	Samoa	5	9	Louse
Michigan	Australia	0	31	Echinorhinus
Delaware	Dominica	1	5	Badger
Texas	France	3	78	Hornet
Massachusetts	Uganda	7	30	Lamna
South_Dakota	Ghana	5	65	Louse
Texas	New_Jersey	2	66	Baboon
New_Hampshire	Greece	0	48	Cormorant
North_Dakota	Slovenia	1	68	Pristiophorus
Iowa	Tonga	1	54	Isurus
Minnesota	Illinois	1	11	Triaenodon
Indiana	DOMINICAN_REPUBLIC	7	15	Fox
Florida	Jordan	5	1	Gerbil
Maryland	Luxembourg	9	83	Zebra
Virginia	Massachusetts	1	61	Reindeer
Montana	Turkey	5	81	Prionace
Maryland	Latvia	4	92	Jackal
Pennsylvania	Vatican_City	5	99	Chiloscyllium
Minnesota	Wisconsin	4	34	Angel_shark
Vermont	Australia	9	92	Manatee
Idaho	Denmark	2	17	Hyena
Missouri	CZECH_REPUBLIC	2	75	Orectolobus
New_Jersey	Alabama	8	33	Carcharhiniformes
Texas	France	0	16	Rhizoprionodon
Iowa	Colombia	7	6	Coccinellidae
Wyoming	California	9	89	Anatidae
Maryland	TRINIDAD_AND_TOBAGO	5	33	Mallard
Rhode_Island	Denmark	1	38	Zebra
Wisconsin	Texas	7	95	Coccinellidae
California	Luxembourg	8	3	Rhinoceros
Nebraska	Tanzania	4	69	Pelican
New_York	EL_SALVADOR	0	76	Whale_Shark
New_York	Canada	8	35	Skunk
Arizona	Virginia	2	80	Poroderma
Alabama	Mozambique	2	4	Apristurus
North_Carolina	Canada	0	74	Triaenodon
Florida	Vatican_City	7	86	American_Bison
Kentucky	Nepal	5	81	Pony
South_Carolina	Netherlands	8	83	Goldfinch
Utah	Maine	6	34	Triaenodon
South_Carolina	Oregon	6	3	Moose
New_Hampshire	Tunisia	8	24	Jackal
Ohio	Slovakia	3	53	Badger
Kentucky	Minnesota	2	83	Hyena
Maryland	NEW_ZEALAND	6	89	Lamniformes
Alaska	Tonga	0	84	Ram
Missouri	Nigeria	7	99	Ostrich
Arkansas	Finland	7	36	Camel
Vermont	Slovakia	4	89	Raven
Washington	Illinois	5	25	Scoliodon
California	DOMINICAN_REPUBLIC	1	93	Wombat
South_Dakota	Kiribati	4	78	Manatee
North_Carolina	Colombia	7	35	Sphyrna_lewini
Louisiana	Barbados	7	85	Reindeer
Iowa	Oregon	1	36	Donkey
Maine	New_Mexico	7	29	Lamniformes
Oklahoma	Romania	8	48	Hyena
Wyoming	Zambia	9	18	Goldfinch
Colorado	Zimbabwe	4	22	Gazelle
West_Virginia	Maine	1	20	Hyena
Texas	MARSHALL_ISLANDS	5	42	Partridge
Alabama	Barbados	8	79	Beaver
Wyoming	Cyprus	8	70	Badger
Illinois	Tunisia	5	59	Jaguar
Florida	Minnesota	9	95	Cormorant
Arizona	Mississippi	9	82	Magpie
Illinois	Sweden	4	57	Hemiscyllium
Alaska	Minnesota	2	12	Swallow
New_Hampshire	WESTERN_SAHARA	1	96	Giraffe
Oregon	Tonga	2	38	American_Bison
Washington	Minnesota	5	43	Chamois
Missouri	COSTA_RICA	7	36	Skunk
North_Carolina	Uzbekistan	0	93	Wren
Virginia	Monaco	7	30	Isogomphodon
Vermont	Lithuania	6	77	Isurus
Colorado	Michigan	7	83	Jackal
Minnesota	Maryland	6	79	Manatee
Pennsylvania	Massachusetts	6	18	Jaguar
Connecticut	Zimbabwe	5	11	Jackal
South_Dakota	Colombia	3	80	Flamingo
Pennsylvania	Wisconsin	8	35	Zebra
Connecticut	CZECH_REPUBLIC	5	98	Alligator
Nebraska	Mozambique	6	9	Anatidae
Ohio	EQUATORIAL_GUINEA	6	64	Echinorhinus
Wyoming	Louisiana	7	18	Wren
Alaska	Serbia	3	67	Heron
Mississippi	Guatemala	4	53	Bison
New_Mexico	Denmark	2	59	Hornet
Ohio	Nauru	4	33	Beaver
Michigan	Kiribati	7	73	Lamniformes
Oklahoma	Malta	4	91	Pristiophorus
Mississippi	Guatemala	1	50	Beaver
Kansas	Switzerland	1	57	Ram
Oregon	Canada	8	22	Chiloscyllium
Indiana	Uzbekistan	7	2	Mallard
New_Hampshire	Ghana	7	37	Heron
Tennessee	Uzbekistan	2	5	Triaenodon
West_Virginia	Zimbabwe	2	65	Whale_Shark
Alabama	Grenada	5	21	Triakis
North_Carolina	Massachusetts	7	9	Pygmy_Shark
Alaska	Namibia	5	87	Goldfinch
Ohio	Minnesota	2	82	Dogfish
Maryland	Ecuador	7	91	Giant_Panda
Virginia	Morocco	2	28	Baboon
West_Virginia	Jordan	0	33	Sheep
Connecticut	Ethiopia	9	87	Bison
Missouri	Hawaii	3	96	Coccinellidae
New_Mexico	California	7	7	Black_panther
Arkansas	Morocco	6	21	Rhinoceros
Colorado	Zimbabwe	1	14	Mallard
New_Mexico	Maine	1	99	Isurus
Wyoming	Denmark	6	35	Mule
Oregon	Tonga	3	28	Pelican
Colorado	Turkey	3	89	Isogomphodon
Delaware	COSTA_RICA	0	13	Reindeer
Maine	NEW_ZEALAND	0	65	Hornet
Kentucky	Ireland	8	95	Hawk
New_Mexico	Mozambique	9	75	Black_panther
Mississippi	Thailand	2	23	Prionace
Minnesota	New_Mexico	5	73	Giraffe
Minnesota	Maine	4	95	Camel
Maine	Guatemala	0	71	Parascyllium
Illinois	Tuvalu	1	89	Alligator
Tennessee	Denmark	3	38	Gazelle
Louisiana	Michigan	2	95	Parascyllium
Idaho	Jordan	4	98	Coyote
Indiana	Maryland	0	4	Lion
Rhode_Island	Singapore	7	66	Angel_shark
Utah	Maine	4	8	Parmaturus
Ohio	Louisiana	9	72	Mallard
Minnesota	Latvia	2	30	Pelican
Arizona	Uganda	8	94	Cormorant
South_Dakota	Maryland	4	2	Isogomphodon
South_Carolina	Lithuania	8	84	Pygmy_Shark
North_Carolina	New_Mexico	3	91	Hemiscyllium
Utah	Wisconsin	8	62	Poroderma
Minnesota	Illinois	6	29	Coyote
Connecticut	Michigan	7	98	Apristurus
Maine	Barbados	0	25	Snipe
Nebraska	New_Jersey	4	71	Dogfish
Missouri	Kiribati	9	7	Prionace
Wisconsin	New_Jersey	6	80	Fox
California	Mississippi	0	12	Isurus
Idaho	Guatemala	0	5	Badger
Maine	EL_SALVADOR	1	51	Alligator
North_Carolina	Kiribati	9	87	Cobra
Minnesota	Wyoming	7	51	Lamna
Georgia	COSTA_RICA	2	65	Gazelle
Mississippi	Ghana	1	96	Ostrich
Kentucky	Rhode_Island	6	42	Pony
Illinois	Netherlands	0	65	Dogfish
Georgia	Grenada	7	22	Swan
Missouri	Tonga	4	65	Moose
Virginia	Netherlands	0	73	Hamster
West_Virginia	Hawaii	8	82	Nightingale
South_Dakota	Uganda	3	25	Hyena
California	Guatemala	0	44	Pelican
Wisconsin	Ethiopia	3	66	Gorilla
California	Netherlands	5	78	Beaver
Virginia	Maryland	4	75	Beaver
Maine	Guatemala	5	22	Isurus
Washington	DOMINICAN_REPUBLIC	2	81	Prionace
North_Carolina	Alaska	2	50	Poroderma
Alaska	Lithuania	8	47	Guanaco
Maryland	Nauru	9	86	Squaliformes
Idaho	Sweden	8	36	Dogfish
Ohio	Ukraine	0	83	Poroderma
Pennsylvania	Mozambique	2	13	Badger
Oregon	Slovenia	3	15	Hawk
Massachusetts	Saudi_Arabia	2	54	Peafowl
Georgia	Croatia	10	17	Sheep
Ohio	Singapore	6	23	Lamna
Alabama	Guatemala	9	15	Human
Oklahoma	Singapore	3	82	Snipe
West_Virginia	Zambia	3	62	Coccinellidae
Arkansas	Uruguay	4	11	Sphyrna_lewini
Virginia	Malta	2	36	Cirrhoscyllium
Oregon	Finland	4	87	Sphyrna_lewini
Oregon	Morocco	6	4	Isurus
Massachusetts	Ghana	5	58	Parascyllium
Iowa	Alaska	0	23	Cobra
South_Carolina	Switzerland	8	32	Donkey
Alaska	Maryland	4	44	Gerbil
Delaware	Lithuania	6	22	Goose
California	Ethiopia	0	84	Angel_shark
Florida	Guatemala	5	60	Dogfish
South_Carolina	North_Carolina	0	81	Whale_Shark
Alabama	Ethiopia	2	8	Carcharhinus
Minnesota	Malawi	8	23	Peafowl
Utah	Croatia	8	10	Camel
Texas	Ethiopia	2	90	Badger
Kentucky	Nauru	9	18	Parmaturus
Ohio	Mozambique	1	52	Cormorant
Vermont	Switzerland	8	33	Bison
Vermont	CZECH_REPUBLIC	3	30	Black_panther
Washington	Luxembourg	5	81	Giant_Panda
Washington	New_Jersey	8	47	Squaliformes
Florida	Singapore	7	75	Parascyllium
Nebraska	North_Carolina	6	42	American_Bison
Texas	TRINIDAD_AND_TOBAGO	6	25	Coyote
Oklahoma	North_Carolina	2	88	Gerbil
Vermont	Pennsylvania	2	62	Triakis
Florida	Greece	7	79	Human
Tennessee	Tonga	8	91	Hawk
Kentucky	Guatemala	8	45	Lion
Massachusetts	Florida	7	89	Hemitriakis
Idaho	Ethiopia	6	56	Apristurus
Tennessee	North_Carolina	6	85	Camel
South_Dakota	Massachusetts	1	35	Fox
New_Hampshire	North_Carolina	6	54	Partridge
Hawaii	NEW_ZEALAND	0	79	Louse
Rhode_Island	Italy	8	23	Donkey
South_Dakota	Sweden	3	22	Reindeer
Missouri	France	1	26	Hemitriakis
Virginia	Alaska	2	42	Manatee
Pennsylvania	Alabama	6	8	Lamna
Nebraska	EQUATORIAL_GUINEA	6	15	Lamna
Idaho	Maine	7	27	Scoliodon
North_Dakota	Mozambique	5	76	Chamois
Washington	Japan	9	19	Gorilla
Virginia	Greece	1	9	Pristiophorus
Vermont	New_Jersey	8	98	Whale_Shark
Colorado	Ireland	9	92	Pelican
New_Hampshire	Greece	3	77	Apristurus
Kansas	Jordan	7	92	Lamna
Connecticut	Croatia	9	0	Orectolobus
South_Carolina	Alaska	2	87	Fox
West_Virginia	Denmark	4	31	Cobra
Hawaii	NEW_ZEALAND	3	65	Flamingo
New_Hampshire	Serbia	6	36	Apristurus
Rhode_Island	Malta	6	55	Lamna
Mississippi	Alaska	5	78	Carcharhinus
North_Dakota	Canada	9	9	Orectolobus
North_Dakota	Saudi_Arabia	8	66	Goldfinch
South_Dakota	Missouri	1	74	Negaprion
California	Michigan	1	14	Camel
North_Carolina	Morocco	2	17	Badger
Tennessee	Michigan	9	46	Moose
Colorado	Mozambique	1	20	Zebra
Arkansas	Maine	4	49	Hemiscyllium
Michigan	Maine	9	73	Anatidae
Mississippi	Switzerland	2	20	Louse
Tennessee	Colombia	9	27	Pelican
Massachusetts	Slovakia	9	27	Swan
Kentucky	Tunisia	0	41	Hyena
New_Jersey	Malaysia	2	27	Mallard
Hawaii	Texas	6	61	Triaenodon
Kansas	Missouri	7	16	Dogfish
Connecticut	Guatemala	6	23	Partridge
Georgia	Nebraska	3	87	Rhinoceros
Utah	California	9	33	Baboon
Rhode_Island	Nepal	1	95	Chiloscyllium
Arizona	Virginia	3	2	Skunk
Connecticut	Italy	3	83	Triaenodon
Kansas	Malta	5	28	Fox
Missouri	COSTA_RICA	3	58	Polecat
Colorado	Malawi	5	11	Manatee
Wisconsin	Taiwan	9	34	Giant_Panda
Virginia	Nepal	9	22	Pelican
South_Carolina	Kiribati	7	83	Crow
New_Hampshire	Texas	6	67	Ostrich
Minnesota	Japan	7	8	Bison
California	Denmark	5	29	Fish
Iowa	Australia	9	92	Hawk
Kansas	Switzerland	2	28	Swan
Nebraska	Virginia	8	15	Swan
Alabama	Oregon	8	38	Crow
Alaska	Denmark	2	24	Snipe
Connecticut	WESTERN_SAHARA	3	19	Partridge
Texas	EL_SALVADOR	7	94	Badger
Colorado	Oregon	3	32	Anatidae
West_Virginia	COSTA_RICA	5	59	Gazelle
North_Dakota	Japan	5	50	Angel_shark
Wyoming	Nigeria	3	79	Jaguar
Kentucky	Finland	0	15	Camel
South_Carolina	Texas	5	27	Prionace_glauca
Montana	Minnesota	2	61	Goldfinch
Massachusetts	Luxembourg	6	53	Mule
Wisconsin	Washington	3	77	Snipe
Louisiana	France	7	93	Zebra
Alaska	Mozambique	4	90	Echinorhinus
Minnesota	Georgia	7	71	Echinorhinus
Arizona	Colombia	4	92	Manatee
Wisconsin	TRINIDAD_AND_TOBAGO	2	98	Bison
North_Dakota	South_Carolina	5	34	Heron
Iowa	Sweden	8	5	Prionace
Oklahoma	Alabama	7	60	Lion
Georgia	California	3	62	Bison
California	South_Carolina	5	32	Jaguar
Kentucky	Lithuania	3	20	Whale_Shark
Georgia	NEW_ZEALAND	3	92	Wren
Wyoming	Ghana	6	82	Prionace_glauca
New_Hampshire	Michigan	7	36	Negaprion
Oregon	Wisconsin	6	95	Polecat
Missouri	Canada	5	48	Pelican
Wyoming	Vatican_City	0	48	Lamniformes
Oregon	Romania	1	68	Badger
Colorado	Georgia	1	63	Apristurus
New_York	Vatican_City	5	98	Prionace
Illinois	Nauru	7	1	Cheetah
Hawaii	Netherlands	0	17	Donkey
Oregon	CZECH_REPUBLIC	0	50	Squaliformes
Texas	France	9	75	Swan
Maryland	Illinois	8	87	Bison
Nevada	Malta	7	83	Raven
Florida	EQUATORIAL_GUINEA	1	97	Giant_Panda
New_Mexico	Cyprus	8	8	Hyena
Virginia	Latvia	5	72	Skunk
Washington	Vatican_City	4	38	Manatee
Alaska	Nepal	2	91	Mallard
Colorado	Zambia	9	79	Negaprion
Florida	Singapore	0	82	Carcharhinus
Idaho	Grenada	1	15	Triakis
Utah	Ukraine	4	30	Swallow
North_Dakota	Hawaii	6	36	Camel
Nevada	Slovenia	3	26	Ostrich
West_Virginia	Colombia	0	32	Coccinellidae
South_Dakota	Canada	1	7	Echinorhinus
Massachusetts	Guatemala	9	52	Louse
Alaska	Nigeria	1	7	Cobra
Maryland	DOMINICAN_REPUBLIC	2	22	Badger
Alabama	CZECH_REPUBLIC	5	2	Cobra
Nebraska	Sudan	1	41	Quail
Georgia	Thailand	0	89	Moose
Vermont	Turkey	5	34	Dogfish
Indiana	CZECH_REPUBLIC	8	80	Jackal
Florida	Serbia	0	50	Polecat
Florida	Tonga	6	91	Beaver
Virginia	Serbia	9	50	Pony
Texas	Texas	5	66	Wombat
Tennessee	New_Mexico	3	22	Reindeer
Connecticut	Nepal	3	49	Angel_shark
Utah	Nebraska	4	78	Manatee
Massachusetts	Netherlands	9	52	Poroderma
Mississippi	Malawi	7	97	Pinniped
Arizona	Colombia	6	32	Negaprion
Nebraska	Uruguay	3	18	Parascyllium
Delaware	Maryland	6	3	Dogfish
Hawaii	Monaco	3	53	Beaver
South_Carolina	CZECH_REPUBLIC	9	41	Isurus
North_Dakota	Massachusetts	9	88	Orectolobus
West_Virginia	Washington	3	62	American_Bison
South_Carolina	Jordan	4	46	Flamingo
Wisconsin	Dominica	2	31	Giant_Panda
Massachusetts	Alaska	4	80	Coyote
New_Mexico	Saudi_Arabia	8	7	Scoliodon
